Chromosome	Start	End	Strand	gene	locus_tag
chrXV	690695	692032	+	SPR1	YOR190W
chrXV	692475	697334	+	ULS1	YOR191W
chrXV	698768	700567	-	THI72	YOR192C
chrXV	703988	704224	-	YOR192C-C	YOR192C-C
chrXV	704419	709732	-	YOR192C-B	YOR192C-B
chrXV	708416	709732	-	YOR192C-A	YOR192C-A
chrXV	710201	710272	+	IMT1	YNCO0023W
chrXV	710446	711576	+	PEX27	YOR193W
chrXV	711683	712543	-	TOA1	YOR194C
chrXV	712866	715331	+	SLK19	YOR195W
chrXV	715593	716837	-	LIP5	YOR196C
chrXV	717086	718384	+	MCA1	YOR197W
chrXV	718653	720065	-	BFR1	YOR198C
chrXV	720470	721708	-	MRM1	YOR201C
chrXV	721946	722608	+	HIS3	YOR202W
chrXV	722911	724725	+	DED1	YOR204W
chrXV	725564	727234	-	GEP3	YOR205C
chrXV	727512	729644	+	NOC2	YOR206W
chrXV	730008	733457	-	RET1	YOR207C
chrXV	733925	736177	+	PTP2	YOR208W
chrXV	736437	737726	-	NPT1	YOR209C
chrXV	738320	738532	+	RPB10	YOR210W
chrXV	738924	741569	-	MGM1	YOR211C
chrXV	742910	744181	+	STE4	YOR212W
chrXV	744535	745281	-	SAS5	YOR213C
chrXV	745593	746303	-	SPR2	YOR214C
chrXV	746725	747282	-	AIM41	YOR215C
chrXV	747525	748979	-	RUD3	YOR216C
chrXV	749301	751886	+	RFC1	YOR217W
chrXV	752214	755009	-	STE13	YOR219C
chrXV	755328	756125	+	RCN2	YOR220W
chrXV	756476	757558	-	MCT1	YOR221C
chrXV	758330	759253	+	ODC2	YOR222W
chrXV	759326	759529	-	SNR35	YNCO0024C
chrXV	759782	760660	+	DSC3	YOR223W
chrXV	760825	761265	-	RPB8	YOR224C
chrXV	761614	762084	-	ISU2	YOR226C
chrXV	762825	766565	+	HER1	YOR227W
chrXV	766869	767777	-	MCP1	YOR228C
chrXV	768409	769812	+	WTM2	YOR229W
chrXV	770800	772113	+	WTM1	YOR230W
chrXV	772601	774127	+	MKK1	YOR231W
chrXV	774573	775259	+	MGE1	YOR232W
chrXV	775846	778248	+	KIN4	YOR233W
chrXV	778555	779405	-	RPL33B	YOR234C
chrXV	779870	780184	+	IRC13	YOR235W
chrXV	780107	780596	+	SNR17A	YNCO0025W
chrXV	780906	781541	+	DFR1	YOR236W
chrXV	781994	783298	+	HES1	YOR237W
chrXV	783677	784588	+	YOR238W	YOR238W
chrXV	784857	786744	+	ABP140	YOR239W
chrXV	786995	788641	+	MET7	YOR241W
chrXV	788742	789857	-	SSP2	YOR242C
chrXV	790211	792241	-	PUS7	YOR243C
chrXV	792531	793868	+	ESA1	YOR244W
chrXV	794076	795332	-	DGA1	YOR245C
chrXV	795801	796793	-	ENV9	YOR246C
chrXV	797676	798308	+	SRL1	YOR247W
chrXV	798674	800731	-	APC5	YOR249C
chrXV	800970	802307	-	CLP1	YOR250C
chrXV	802550	803464	-	TUM1	YOR251C
chrXV	803667	804203	+	TMA16	YOR252W
chrXV	804377	804907	+	NAT5	YOR253W
chrXV	805032	807023	-	SEC63	YOR254C
chrXV	807271	808107	+	OSW1	YOR255W
chrXV	808254	810683	-	TRE2	YOR256C
chrXV	811008	811493	+	CDC31	YOR257W
chrXV	811671	812324	+	HNT3	YOR258W
chrXV	812395	813708	-	RPT4	YOR259C
chrXV	813984	815720	+	GCD1	YOR260W
chrXV	815915	816931	-	RPN8	YOR261C
chrXV	817292	818335	+	GPN2	YOR262W
chrXV	818866	820158	+	DSE3	YOR264W
chrXV	820454	820774	+	RBL2	YOR265W
chrXV	821023	822294	+	PNT1	YOR266W
chrXV	822588	824867	-	HRK1	YOR267C
chrXV	825534	825932	-	YOR268C	YOR268C
chrXV	826385	827869	+	PAC1	YOR269W
chrXV	828052	830574	-	VPH1	YOR270C
chrXV	831059	832042	-	FSF1	YOR271C
chrXV	832332	832521	+	SNR8	YNCO0026W
chrXV	832813	834195	+	YTM1	YOR272W
chrXV	834452	836431	-	TPO4	YOR273C
chrXV	837674	838960	+	MOD5	YOR274W
chrXV	839084	841069	-	RIM20	YOR275C
chrXV	841333	841818	+	CAF20	YOR276W
chrXV	841958	842182	-	SNR31	YNCO0027C
chrXV	842403	842606	+	SNR5	YNCO0028W
chrXV	842817	843644	+	HEM4	YOR278W
chrXV	843698	844630	-	RFM1	YOR279C
chrXV	844992	845792	-	FSH3	YOR280C
chrXV	846269	847129	-	PLP2	YOR281C
chrXV	847453	848145	+	YOR283W	YOR283W
chrXV	848478	849209	+	HUA2	YOR284W
chrXV	849635	850054	+	RDL1	YOR285W
chrXV	850280	850729	+	RDL2	YOR286W
chrXV	850937	851839	-	RRP36	YOR287C
chrXV	852121	853077	-	MPD1	YOR288C
chrXV	853357	854112	+	YOR289W	YOR289W
chrXV	854187	854259	-	YNCO0029C	YNCO0029C
chrXV	855147	860258	-	SNF2	YOR290C
chrXV	861175	865593	+	YPK9	YOR291W
chrXV	865653	866582	-	YOR292C	YOR292C
chrXV	867098	867852	+	RPS10A	YOR293W
chrXV	867998	868147	-	YOR293C-A	YOR293C-A
chrXV	868340	868951	+	RRS1	YOR294W
chrXV	869208	869894	+	UAF30	YOR295W
chrXV	870202	874071	+	YOR296W	YOR296W
chrXV	874743	875321	-	TIM18	YOR297C
chrXV	875599	877038	+	MUM3	YOR298W
chrXV	877230	877685	-	MBF1	YOR298C-A
chrXV	878435	880675	+	BUD7	YOR299W
chrXV	880965	882272	+	RAX1	YOR301W
chrXV	882765	882842	+	YOR302W	YOR302W
chrXV	882899	884134	+	CPA1	YOR303W
chrXV	884514	887876	+	ISW2	YOR304W
chrXV	888520	888750	-	BIL1	YOR304C-A
chrXV	889022	889750	+	RRG7	YOR305W
chrXV	889867	891432	-	MCH5	YOR306C
chrXV	892731	894092	-	SLY41	YOR307C
chrXV	894624	896387	-	SNU66	YOR308C
chrXV	896825	898360	-	NOP58	YOR310C
chrXV	899056	899928	-	DGK1	YOR311C
chrXV	900250	901194	-	RPL20B	YOR312C
chrXV	901858	902874	-	SPS4	YOR313C
chrXV	903043	903372	+	YOR314W	YOR314W
chrXV	904760	905800	+	SFG1	YOR315W
chrXV	906236	907555	-	COT1	YOR316C
chrXV	907726	907935	-	YOR316C-A	YOR316C-A
chrXV	909343	911445	+	FAA1	YOR317W
chrXV	912822	913463	+	HSH49	YOR319W
chrXV	913619	915094	-	GNT1	YOR320C
chrXV	916030	918291	+	PMT3	YOR321W
chrXV	918606	921062	-	LDB19	YOR322C
chrXV	921535	922905	-	PRO2	YOR323C
chrXV	923232	925040	-	FRT1	YOR324C
chrXV	925721	930445	+	MYO2	YOR326W
chrXV	930734	931081	-	SNC2	YOR327C
chrXV	931803	936497	+	PDR10	YOR328W
chrXV	936731	939349	-	SCD5	YOR329C
chrXV	939621	943385	-	MIP1	YOR330C
chrXV	943656	944357	+	VMA4	YOR332W
chrXV	944596	946008	+	MRS2	YOR334W
chrXV	946233	949109	-	ALA1	YOR335C
chrXV	949773	953870	+	KRE5	YOR336W
chrXV	954344	956623	+	TEA1	YOR337W
chrXV	956898	957989	+	YOR338W	YOR338W
chrXV	958362	958832	-	UBC11	YOR339C
chrXV	959202	960182	-	RPA43	YOR340C
chrXV	960987	965981	+	RPA190	YOR341W
chrXV	966666	967625	-	YOR342C	YOR342C
chrXV	968148	968474	-	YOR343C	YOR343C
chrXV	970578	975891	+	YOR343W-B	YOR343W-B
chrXV	970578	971894	+	YOR343W-A	YOR343W-A
chrXV	976421	976493	+	EMT2	YNCO0030W
chrXV	977194	978069	-	TYE7	YOR344C
chrXV	980683	980787	+	YNCO0031W	YNCO0031W
chrXV	981828	984785	+	REV1	YOR346W
chrXV	984942	986462	-	PYK2	YOR347C
chrXV	986899	988782	-	PUT4	YOR348C
chrXV	989789	992833	+	CIN1	YOR349W
chrXV	992864	994855	-	MNE1	YOR350C
chrXV	995018	996511	-	MEK1	YOR351C
chrXV	997213	998244	+	TFB6	YOR352W
chrXV	998453	1000828	-	SOG2	YOR353C
chrXV	1001147	1003225	-	MSC6	YOR354C
chrXV	1005137	1006705	+	GDS1	YOR355W
chrXV	1007221	1009116	+	CIR2	YOR356W
chrXV	1009224	1009712	-	SNX3	YOR357C
chrXV	1010161	1010889	+	HAP5	YOR358W
chrXV	1011189	1012760	+	VTS1	YOR359W
chrXV	1013241	1014821	-	PDE2	YOR360C
chrXV	1015361	1017652	-	PRT1	YOR361C
chrXV	1017880	1018746	-	PRE10	YOR362C
chrXV	1020222	1023212	-	PIP2	YOR363C
chrXV	1023461	1025572	-	YOR365C	YOR365C
chrXV	1026007	1026609	+	SCP1	YOR367W
chrXV	1026843	1028048	+	RAD17	YOR368W
chrXV	1028194	1028625	-	RPS12	YOR369C
chrXV	1029183	1030994	-	MRS6	YOR370C
chrXV	1031489	1034182	-	GPB1	YOR371C
chrXV	1034807	1036471	-	NDD1	YOR372C
chrXV	1036834	1039389	+	NUD1	YOR373W
chrXV	1039840	1041399	+	ALD4	YOR374W
chrXV	1041678	1043042	-	GDH1	YOR375C
chrXV	1043191	1043559	+	YOR376W	YOR376W
chrXV	1045196	1045351	+	YOR376W-A	YOR376W-A
chrXV	1046226	1047803	+	ATF1	YOR377W
chrXV	1049511	1051058	+	AMF1	YOR378W
chrXV	1051290	1052930	+	RDR1	YOR380W
chrXV	1055545	1057680	+	FRE3	YOR381W
chrXV	1058423	1058590	+	YOR381W-A	YOR381W-A
chrXV	1059531	1059992	+	FIT2	YOR382W
chrXV	1060441	1061055	-	FIT3	YOR383C
chrXV	1061564	1063648	+	FRE5	YOR384W
chrXV	1065043	1065915	+	YOR385W	YOR385W
chrXV	1066839	1068536	+	PHR1	YOR386W
chrXV	1069621	1070241	-	YOR387C	YOR387C
chrXV	1071793	1072923	-	FDH1	YOR388C
chrXV	1074213	1076087	+	YOR389W	YOR389W
chrXV	1076784	1077911	+	FEX1	YOR390W
chrXV	1078545	1079258	-	HSP33	YOR391C
chrXV	1080276	1081589	+	ERR1	YOR393W
chrXV	1082718	1083212	+	PAU21	YOR394W
chrXV	1084202	1084369	-	YOR394C-A	YOR394C-A
chrXV	1085473	1090863	+	YRF1-8	YOR396W
chrXVI	280	6007	-	YRF1-7	YPL283C
chrXVI	7933	8427	-	PAU22	YPL282C
chrXVI	9557	10870	-	ERR2	YPL281C
chrXVI	11887	12600	+	HSP32	YPL280W
chrXVI	13228	14355	-	FEX2	YPL279C
chrXVI	15053	15355	-	YPL278C	YPL278C
chrXVI	15405	16868	-	YPL277C	YPL277C
chrXVI	17948	18385	+	YPL276W	YPL276W
chrXVI	18369	19079	+	FDH2	YPL275W
chrXVI	22938	24701	+	SAM3	YPL274W
chrXVI	25087	26064	+	SAM4	YPL273W
chrXVI	26611	28164	-	PBI1	YPL272C
chrXVI	30079	30267	+	ATP15	YPL271W
chrXVI	30482	32803	+	MDL2	YPL270W
chrXVI	33013	34947	+	KAR9	YPL269W
chrXVI	35236	37845	+	PLC1	YPL268W
chrXVI	38169	38798	+	ACM1	YPL267W
chrXVI	39121	40077	+	DIM1	YPL266W
chrXVI	41043	42869	+	DIP5	YPL265W
chrXVI	43283	44344	-	YPL264C	YPL264C
chrXVI	44551	46506	-	KEL3	YPL263C
chrXVI	47336	48802	+	FUM1	YPL262W
chrXVI	48996	49304	-	YPL261C	YPL261C
chrXVI	49303	50958	+	CUB1	YPL260W
chrXVI	51244	52671	-	APM1	YPL259C
chrXVI	53498	55153	-	THI21	YPL258C
chrXVI	56169	56274	-	YNCP0001C	YNCP0001C
chrXVI	56748	62016	+	YPL257W-B	YPL257W-B
chrXVI	56748	58070	+	YPL257W-A	YPL257W-A
chrXVI	63279	63860	+	YPL257W	YPL257W
chrXVI	64977	66614	-	CLN2	YPL256C
chrXVI	67725	68882	+	BBP1	YPL255W
chrXVI	69485	70951	+	HFI1	YPL254W
chrXVI	71063	73006	-	VIK1	YPL253C
chrXVI	73363	73881	-	YAH1	YPL252C
chrXVI	74309	74719	-	ATG41	YPL250C
chrXVI	75699	76239	-	RPL36B	YPL249C-A
chrXVI	76669	79353	-	GYP5	YPL249C
chrXVI	79562	82648	+	YNCP0002W	YNCP0002W
chrXVI	79711	82356	-	GAL4	YPL248C
chrXVI	82625	84196	-	YPL247C	YPL247C
chrXVI	84509	85297	-	RBD2	YPL246C
chrXVI	85586	86950	+	YPL245W	YPL245W
chrXVI	87014	88033	-	HUT1	YPL244C
chrXVI	88517	90316	+	SRP68	YPL243W
chrXVI	90622	95109	-	IQG1	YPL242C
chrXVI	95372	96258	-	CIN2	YPL241C
chrXVI	96496	98625	-	HSP82	YPL240C
chrXVI	99484	100086	+	YAR1	YPL239W
chrXVI	100496	101353	+	SUI3	YPL237W
chrXVI	101608	102702	-	ENV7	YPL236C
chrXVI	103232	104647	+	RVB2	YPL235W
chrXVI	104946	105440	-	VMA11	YPL234C
chrXVI	106172	106822	+	NSL1	YPL233W
chrXVI	107275	108147	+	SSO1	YPL232W
chrXVI	108652	114315	+	FAS2	YPL231W
chrXVI	115312	116487	+	USV1	YPL230W
chrXVI	117067	117687	+	YPL229W	YPL229W
chrXVI	118382	120031	+	CET1	YPL228W
chrXVI	120163	121167	-	ALG5	YPL227C
chrXVI	121767	125357	+	NEW1	YPL226W
chrXVI	126006	126446	+	YPL225W	YPL225W
chrXVI	126634	128088	-	MMT2	YPL224C
chrXVI	128632	129138	-	GRE1	YPL223C
chrXVI	130162	132228	+	FMP40	YPL222W
chrXVI	133043	135424	+	FLC1	YPL221W
chrXVI	135790	136443	+	RPL1A	YPL220W
chrXVI	136750	138228	+	PCL8	YPL219W
chrXVI	138698	139409	+	SAR1	YPL218W
chrXVI	139620	143171	-	BMS1	YPL217C
chrXVI	143821	147129	+	YPL216W	YPL216W
chrXVI	147416	148423	+	CBP3	YPL215W
chrXVI	148569	150191	-	THI6	YPL214C
chrXVI	150614	151330	+	LEA1	YPL213W
chrXVI	151515	153149	-	PUS1	YPL212C
chrXVI	153495	154040	+	NIP7	YPL211W
chrXVI	154290	156212	-	SRP72	YPL210C
chrXVI	156490	157593	-	IPL1	YPL209C
chrXVI	157842	159593	+	RKM1	YPL208W
chrXVI	159909	162341	+	TYW1	YPL207W
chrXVI	162632	163597	-	PGC1	YPL206C
chrXVI	164276	165760	+	HRR25	YPL204W
chrXVI	166256	167398	+	TPK2	YPL203W
chrXVI	168088	169338	-	AFT2	YPL202C
chrXVI	169770	171155	-	YIG1	YPL201C
chrXVI	171484	171954	+	CSM4	YPL200W
chrXVI	172033	172755	-	YPL199C	YPL199C
chrXVI	173152	174702	+	RPL7B	YPL198W
chrXVI	173827	173904	+	SNR59	YNCP0003W
chrXVI	175043	175864	+	OXR1	YPL196W
chrXVI	176223	179021	+	APL5	YPL195W
chrXVI	179277	181115	+	DDC1	YPL194W
chrXVI	181403	182548	+	RSA1	YPL193W
chrXVI	182655	183056	-	PRM3	YPL192C
chrXVI	183597	184679	-	YPL191C	YPL191C
chrXVI	185317	187725	-	NAB3	YPL190C
chrXVI	188307	188513	-	COA2	YPL189C-A
chrXVI	189154	190983	+	GUP2	YPL189W
chrXVI	191406	192650	+	POS5	YPL188W
chrXVI	193648	194145	+	MF(ALPHA)1	YPL187W
chrXVI	194512	195426	-	UIP4	YPL186C
chrXVI	195950	197788	-	MRN1	YPL184C
chrXVI	199095	199376	+	RTC6	YPL183W-A
chrXVI	199495	202536	-	RTT10	YPL183C
chrXVI	203421	204941	+	CTI6	YPL181W
chrXVI	205248	207647	+	TCO89	YPL180W
chrXVI	208157	209806	+	PPQ1	YPL179W
chrXVI	210192	210263	-	YNCP0004C	YNCP0004C
chrXVI	212158	212784	+	CBC2	YPL178W
chrXVI	213042	213962	-	CUP9	YPL177C
chrXVI	216012	218363	-	TRE1	YPL176C
chrXVI	218630	220088	+	SPT14	YPL175W
chrXVI	220167	222773	-	NIP100	YPL174C
chrXVI	223143	224036	+	MRPL40	YPL173W
chrXVI	224353	225741	-	COX10	YPL172C
chrXVI	226169	227371	-	OYE3	YPL171C
chrXVI	228314	228772	+	DAP1	YPL170W
chrXVI	229039	230838	-	MEX67	YPL169C
chrXVI	231217	232509	+	MRX4	YPL168W
chrXVI	232593	237107	-	REV3	YPL167C
chrXVI	237338	237979	+	ATG29	YPL166W
chrXVI	237956	239077	-	SET6	YPL165C
chrXVI	239350	241497	-	MLH3	YPL164C
chrXVI	241918	242700	-	SVS1	YPL163C
chrXVI	243206	244027	-	YPL162C	YPL162C
chrXVI	244319	246220	-	BEM4	YPL161C
chrXVI	246990	250262	+	CDC60	YPL160W
chrXVI	250907	251668	-	PET20	YPL159C
chrXVI	252034	254310	-	AIM44	YPL158C
chrXVI	254814	255761	+	TGS1	YPL157W
chrXVI	255913	256767	-	PRM4	YPL156C
chrXVI	257216	259336	-	KIP2	YPL155C
chrXVI	259714	260931	-	PEP4	YPL154C
chrXVI	261727	264192	-	RAD53	YPL153C
chrXVI	264602	264700	+	YPL152W-A	YPL152W-A
chrXVI	265028	266104	+	RRD2	YPL152W
chrXVI	266180	267535	-	PRP46	YPL151C
chrXVI	268188	270893	+	YPL150W	YPL150W
chrXVI	271310	272194	+	ATG5	YPL149W
chrXVI	272294	272815	-	PPT2	YPL148C
chrXVI	273255	275867	+	PXA1	YPL147W
chrXVI	276162	277529	-	NOP53	YPL146C
chrXVI	278395	279699	-	KES1	YPL145C
chrXVI	280480	280926	+	POC4	YPL144W
chrXVI	281056	281517	-	SNR17B	YNCP0005C
chrXVI	282122	282970	+	RPL33A	YPL143W
chrXVI	283464	286061	-	FRK1	YPL141C
chrXVI	287514	289034	-	MKK2	YPL140C
chrXVI	289669	291051	-	UME1	YPL139C
chrXVI	291366	292427	-	SPP1	YPL138C
chrXVI	292817	296647	-	GIP3	YPL137C
chrXVI	297553	298050	+	ISU1	YPL135W
chrXVI	298571	299503	-	ODC1	YPL134C
chrXVI	299888	301228	-	RDS2	YPL133C
chrXVI	301716	302618	+	COX11	YPL132W
chrXVI	303121	304014	+	RPL5	YPL131W
chrXVI	304387	305058	+	SPO19	YPL130W
chrXVI	305298	306137	+	TAF14	YPL129W
chrXVI	306533	308221	-	TBF1	YPL128C
chrXVI	308828	309604	-	HHO1	YPL127C
chrXVI	310210	312900	+	NAN1	YPL126W
chrXVI	313388	316486	+	KAP120	YPL125W
chrXVI	316755	317516	+	SPC29	YPL124W
chrXVI	317641	318945	-	RNY1	YPL123C
chrXVI	319226	320767	-	TFB2	YPL122C
chrXVI	320962	321630	-	MEI5	YPL121C
chrXVI	322071	323744	+	VPS30	YPL120W
chrXVI	324024	324287	-	YPL119C-A	YPL119C-A
chrXVI	324411	326264	-	DBP1	YPL119C
chrXVI	326628	327662	+	MRP51	YPL118W
chrXVI	327864	328730	-	IDI1	YPL117C
chrXVI	329606	331699	+	HOS3	YPL116W
chrXVI	332100	335486	-	BEM3	YPL115C
chrXVI	335953	337143	-	YPL113C	YPL113C
chrXVI	337436	338620	-	PEX25	YPL112C
chrXVI	338848	338919	-	IMT2	YNCP0006C
chrXVI	339944	340945	+	CAR1	YPL111W
chrXVI	341068	344739	-	GDE1	YPL110C
chrXVI	345264	347389	-	CQD1	YPL109C
chrXVI	348446	348952	+	YPL108W	YPL108W
chrXVI	349119	349865	+	DPC25	YPL107W
chrXVI	350194	352275	-	SSE1	YPL106C
chrXVI	352863	355412	-	SYH1	YPL105C
chrXVI	355700	357676	+	MSD1	YPL104W
chrXVI	358000	359406	-	FMP30	YPL103C
chrXVI	360209	361579	+	ELP4	YPL101W
chrXVI	361872	363362	+	ATG21	YPL100W
chrXVI	363520	364068	-	INA17	YPL099C
chrXVI	364386	364727	-	MGR2	YPL098C
chrXVI	364952	366430	+	MSY1	YPL097W
chrXVI	366529	366735	-	ERI1	YPL096C-A
chrXVI	366927	368018	+	PNG1	YPL096W
chrXVI	368071	369441	-	EEB1	YPL095C
chrXVI	369839	370663	-	SEC62	YPL094C
chrXVI	370978	372921	+	NOG1	YPL093W
chrXVI	373793	375169	+	SSU1	YPL092W
chrXVI	375502	376953	+	GLR1	YPL091W
chrXVI	377291	378395	-	RPS6A	YPL090C
chrXVI	379120	381150	-	RLM1	YPL089C
chrXVI	381965	382993	+	YPL088W	YPL088W
chrXVI	383455	384408	+	YDC1	YPL087W
chrXVI	384773	386446	-	ELP3	YPL086C
chrXVI	387067	393654	+	SEC16	YPL085W
chrXVI	394038	396572	+	BRO1	YPL084W
chrXVI	396702	398105	-	SEN54	YPL083C
chrXVI	398480	404083	-	MOT1	YPL082C
chrXVI	404950	406044	+	RPS9A	YPL081W
chrXVI	406172	406498	-	YPL080C	YPL080C
chrXVI	406636	407539	+	RPL21B	YPL079W
chrXVI	408010	408744	-	ATP4	YPL078C
chrXVI	409368	410090	-	YPL077C	YPL077C
chrXVI	410443	411285	+	GPI2	YPL076W
chrXVI	412254	415362	+	GCR1	YPL075W
chrXVI	415763	418027	+	YTA6	YPL074W
chrXVI	418512	420011	+	UBP16	YPL072W
chrXVI	420048	420518	-	YPL071C	YPL071C
chrXVI	420948	422786	+	MUK1	YPL070W
chrXVI	422885	423892	-	BTS1	YPL069C
chrXVI	424215	425096	-	YPL068C	YPL068C
chrXVI	425251	425847	-	HTC1	YPL067C
chrXVI	426233	427672	+	RGL1	YPL066W
chrXVI	427927	428655	+	VPS28	YPL065W
chrXVI	428711	429616	-	CWC27	YPL064C
chrXVI	429939	431369	+	TIM50	YPL063W
chrXVI	431895	432299	+	YPL062W	YPL062W
chrXVI	432588	434090	+	ALD6	YPL061W
chrXVI	434523	435764	+	MFM1	YPL060W
chrXVI	435893	435964	-	YNCP0007C	YNCP0007C
chrXVI	437333	442742	-	YPL060C-A	YPL060C-A
chrXVI	444579	445031	+	GRX5	YPL059W
chrXVI	445842	450377	-	PDR12	YPL058C
chrXVI	451909	453057	-	SUR1	YPL057C
chrXVI	453430	453735	-	LCL1	YPL056C
chrXVI	453992	454990	-	LGE1	YPL055C
chrXVI	455759	456664	+	LEE1	YPL054W
chrXVI	457118	458458	-	KTR6	YPL053C
chrXVI	458799	459678	+	OAZ1	YPL052W
chrXVI	459963	460559	+	ARL3	YPL051W
chrXVI	460779	461966	-	MNN9	YPL050C
chrXVI	462481	463839	-	DIG1	YPL049C
chrXVI	464401	465648	+	CAM1	YPL048W
chrXVI	465962	466261	+	SGF11	YPL047W
chrXVI	466644	466943	-	ELC1	YPL046C
chrXVI	467260	469656	+	VPS16	YPL045W
chrXVI	469939	471996	+	NOP4	YPL043W
chrXVI	473040	474707	-	SSN3	YPL042C
chrXVI	475118	475741	-	MRX11	YPL041C
chrXVI	475993	479001	-	ISM1	YPL040C
chrXVI	479225	480175	+	YPL039W	YPL039W
chrXVI	480182	480373	+	YPL038W-A	YPL038W-A
chrXVI	480535	481068	+	MET31	YPL038W
chrXVI	481428	481901	-	EGD1	YPL037C
chrXVI	482843	485686	+	PMA2	YPL036W
chrXVI	486712	487209	+	YPL034W	YPL034W
chrXVI	487362	488207	-	SRL4	YPL033C
chrXVI	488887	491364	-	SVL3	YPL032C
chrXVI	492018	493037	-	PHO85	YPL031C
chrXVI	493543	495246	+	TRM44	YPL030W
chrXVI	495506	497719	+	SUV3	YPL029W
chrXVI	498096	499292	+	ERG10	YPL028W
chrXVI	499665	500402	+	SMA1	YPL027W
chrXVI	500675	502183	-	SKS1	YPL026C
chrXVI	503517	504242	+	RMI1	YPL024W
chrXVI	504339	506312	-	MET12	YPL023C
chrXVI	506697	509999	+	RAD1	YPL022W
chrXVI	511101	511664	+	ECM23	YPL021W
chrXVI	512313	514178	-	ULP1	YPL020C
chrXVI	514511	517018	-	VTC3	YPL019C
chrXVI	517651	518760	+	CTF19	YPL018W
chrXVI	518734	520233	-	IRC15	YPL017C
chrXVI	521014	524958	+	SWI1	YPL016W
chrXVI	525810	526883	-	HST2	YPL015C
chrXVI	527547	528692	+	CIP1	YPL014W
chrXVI	528985	529350	-	MRPS16	YPL013C
chrXVI	529723	533409	+	RRP12	YPL012W
chrXVI	533642	534703	-	TAF3	YPL011C
chrXVI	535018	535587	+	RET3	YPL010W
chrXVI	535820	538936	-	RQC2	YPL009C
chrXVI	539385	541970	+	CHL1	YPL008W
chrXVI	542082	543848	-	TFC8	YPL007C
chrXVI	544631	548143	+	NCR1	YPL006W
chrXVI	548486	550306	+	AEP3	YPL005W
chrXVI	550632	551657	-	LSP1	YPL004C
chrXVI	552020	553408	+	ULA1	YPL003W
chrXVI	553627	554328	-	SNF8	YPL002C
chrXVI	554605	555729	+	HAT1	YPL001W
chrXVI	556377	557837	+	CIT3	YPR001W
chrXVI	558385	559935	+	PDH1	YPR002W
chrXVI	560198	560289	-	YNCP0008C	YNCP0008C
chrXVI	561504	563768	-	YPR003C	YPR003C
chrXVI	564007	565041	-	AIM45	YPR004C
chrXVI	565787	566671	-	HAL1	YPR005C
chrXVI	567269	568996	-	ICL2	YPR006C
chrXVI	569336	571378	-	REC8	YPR007C
chrXVI	572269	572339	+	YNCP0009W	YNCP0009W
chrXVI	573018	575102	+	HAA1	YPR008W
chrXVI	576552	577358	+	SUT2	YPR009W
chrXVI	577585	581196	-	RPA135	YPR010C
chrXVI	582062	582134	+	YNCP0010W	YNCP0010W
chrXVI	582373	582734	-	MIN8	YPR010C-A
chrXVI	583062	584042	-	MRX21	YPR011C
chrXVI	584632	585585	-	CMR3	YPR013C
chrXVI	587189	587518	-	YPR014C	YPR014C
chrXVI	590283	591026	-	YPR015C	YPR015C
chrXVI	592332	593069	-	TIF6	YPR016C
chrXVI	593486	593917	-	DSS4	YPR017C
chrXVI	594476	596296	+	RLF2	YPR018W
chrXVI	596750	599551	+	MCM4	YPR019W
chrXVI	599870	600217	+	ATP20	YPR020W
chrXVI	600649	603357	-	AGC1	YPR021C
chrXVI	603911	607312	-	SDD4	YPR022C
chrXVI	608826	610031	-	EAF3	YPR023C
chrXVI	610481	612724	+	YME1	YPR024W
chrXVI	613377	614558	-	CCL1	YPR025C
chrXVI	615379	619014	+	ATH1	YPR026W
chrXVI	620425	621258	-	YPR027C	YPR027C
chrXVI	622540	622631	-	YNCP0011C	YNCP0011C
chrXVI	623527	624202	+	YOP1	YPR028W
chrXVI	624469	626967	-	APL4	YPR029C
chrXVI	627880	631245	+	CSR2	YPR030W
chrXVI	631515	633761	+	NTO1	YPR031W
chrXVI	634123	637224	+	SRO7	YPR032W
chrXVI	637379	639019	-	HTS1	YPR033C
chrXVI	639525	640958	+	ARP7	YPR034W
chrXVI	642208	643320	+	GLN1	YPR035W
chrXVI	643836	645272	+	VMA13	YPR036W
chrXVI	645950	646153	+	SPO24	YPR036W-A
chrXVI	646448	647038	-	ERV2	YPR037C
chrXVI	646836	647195	+	IRC16	YPR038W
chrXVI	647305	648375	+	TIP41	YPR040W
chrXVI	648704	649921	+	TIF5	YPR041W
chrXVI	650435	653662	-	PUF2	YPR042C
chrXVI	654166	654847	+	RPL43A	YPR043W
chrXVI	655140	656552	-	THP3	YPR045C
chrXVI	656799	657344	+	MCM16	YPR046W
chrXVI	657529	658938	+	MSF1	YPR047W
chrXVI	659182	661053	+	TAH18	YPR048W
chrXVI	661137	664673	-	ATG11	YPR049C
chrXVI	664960	665490	+	MAK3	YPR051W
chrXVI	665693	665974	-	NHP6A	YPR052C
chrXVI	665788	666243	-	YPR053C	YPR053C
chrXVI	666280	667446	+	SMK1	YPR054W
chrXVI	667676	670873	+	SEC8	YPR055W
chrXVI	671126	672142	+	TFB4	YPR056W
chrXVI	672471	673496	+	BRR1	YPR057W
chrXVI	673751	674674	+	YMC1	YPR058W
chrXVI	674861	675631	-	ARO7	YPR060C
chrXVI	675977	676882	-	JID1	YPR061C
chrXVI	677165	677641	+	FCY1	YPR062W
